,DATE,STAR,LIKE,REVIEW
2966,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,잘 사용하고 있습니다. 더 많은 혜택과 정보 부탁드립니다.
2967,2020-11-25,별표 5개 만점에 1개를 받았습니다.,0,공과금 내야 되는데 계속 로그인 안 되고 무한 버퍼링ㅡㅡ 그냥 돈 다 빼서 타은행 어플 써야됨 진짜
2968,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하고 안전한 스마트금융
2969,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,늘 함께하는 뱅킹입니다.
2970,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,사용하기 편리합니다^^
2971,2020-11-25,별표 5개 만점에 4개를 받았습니다.,1,"모바일ATM 출금 금액을 상향해 주세요... 30만원이 한도인데, 최소 50만원은 되어야 모바일ATM을 이용하는데 불편이 없을것 같네요"
2972,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,빠르고 편해요^^
2973,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,사용하기 편리해요. 좋아요.
2974,2020-11-1,별표 5개 만점에 1개를 받았습니다.,0,왜 업데이트 한지 모르겠네 기존 사용하든거 보다 더 못하네요 전산실에서 하는 일 없이 월급 받기가 미안해서 일 거리 만드나요 주거래 은행을 바꾸고 싶네요
2975,2020-12-3,별표 5개 만점에 5개를 받았습니다.,0,폰하나로 두사람 농협계좌 가능한가요? 공인인증서말고 간편뱅킹 로그인이 두사람 가능한가하고 다시문의드립니다
2976,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,사용하기 편리합니다^^
2977,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,사용편하고 좋아요
2978,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,타사앱보다 사용하기 편리합니다
2979,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편의기능이 좋아요
2980,2020-12-2,별표 5개 만점에 3개를 받았습니다.,0,간편뱅킹 얼마전까지 됐었는데 아무리 등록해도 안되네요ㅡㅡ
2981,2021-2-9,별표 5개 만점에 5개를 받았습니다.,1,오잉 업데이트 하니깐 캡쳐가 되네요!! 감사합니다 행복한 하루 보내세요 😝😝
2982,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,너무 편하고 좋아요 ㅎㅎ
2983,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,사용이 편합니다
2984,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,편하게사용할수있어조으네요~~
2985,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,아주 편하고 좋아요.
2986,2021-2-8,별표 5개 만점에 2개를 받았습니다.,0,스던스마트뱅킹이 오늘 안되네요 스트레스왕창입니다 황짜증 오늘은 일단포기합니다
2987,2021-4-5,별표 5개 만점에 1개를 받았습니다.,0,전성희?상담원불친절함느끼게되어업무처리중단하였습니다.친절교육개선을요합니다
2988,2021-4-6,별표 5개 만점에 4개를 받았습니다.,0,사용하기에 나름 편리합니다^^(미나)
2989,2020-10-30,별표 5개 만점에 5개를 받았습니다.,0,늘 애용하는 앱이예요~~ 사용하기 편하고 간결하고 한 번에 작업가능 아주 맘에 들어요^^
2990,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,쭈욱 잘이용하고있어용.
2991,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,편리하게 이용 중입니다
2992,2021-4-6,별표 5개 만점에 3개를 받았습니다.,0,좀 불안정하고 느림
2993,2020-10-28,별표 5개 만점에 1개를 받았습니다.,0,갑자기 로그인이 안돼용 비번치면 동그라미 계속 돌기만 하고 접속이 안돼용
2994,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,농협모바일뱅킹앱잘사용하고있어요
2995,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,편리하게 사용중입니다.
